year,id,age,sex,race,degree,educ,region,marital,childs,wrkstat,hrs1,income_2000dollars,class,party,political_views,pres16,gunlaw,cappun,cannabis_legal,happy,health,life,trust,fear,satfin,mental_health_bad_days,tv_hours,socbar,relig,attend,god,postlife,bible,read_horoscope,astrology_is_scientific,evolved,bigbang,earthsun,radioact,lasers,electron,viruses,condrift,hotcore,expdesgn,odds1,odds2,science_score,science_answered
2018,145,56,male,other,high school,12,west,divorced,3,working full time,65,47317.5,working class,strong democrat,slightly liberal,clinton,,favor,should be legal,pretty happy,,,can't be too careful,,more or less satisfied,0,1,about once a month,catholic,2-3 times a month,no doubts,yes,inspired word,,,,,,,,,,,,,,,0,0
2018,146,19,male,black,high school,12,west,never married,0,working full time,45,,middle class,"independent, close to republican",conservative,,oppose,favor,,pretty happy,fair,routine,,no,pretty well satisfied,3,0,never,protestant,about once or twice a year,no doubts,no,word of god,no,sort of scientific,true,true,sun around earth,true,true,true,true,don't know,don't know,500 get the drug; 500 don't,no,don't know,3,9
2018,147,34,male,black,high school,12,west,never married,0,"unemployed, laid off, looking for work",,47317.5,lower class,not very strong democrat,"moderate, middle of the road",,,oppose,should be legal,not too happy,,,can't be too careful,,not satisfied at all,,1,about once a year,protestant,about once a month,higher power,yes,ancient book,no,not at all scientific,false,,earth around sun,true,false,false,true,true,true,don't know,don't know,don't know,4,8
2018,148,26,female,black,bachelor's,17,west,never married,0,working full time,40,9638.75,working class,"independent (neither, no response)",don't know,clinton,,oppose,should be legal,pretty happy,,,can't be too careful,,more or less satisfied,7,3,several times a year,catholic,several times a year,no doubts,yes,inspired word,,,,,,,,,,,,,,,0,0
2018,149,28,male,white,high school,14,west,never married,0,in school,,,working class,"independent (neither, no response)","moderate, middle of the road",,favor,favor,,pretty happy,good,exciting,,no,more or less satisfied,,0,about once a year,none,never,higher power,don't know,ancient book,yes,not at all scientific,don't know,don't know,earth around sun,false,false,false,false,true,true,500 get the drug; 500 don't,no,yes,6,9
2018,150,59,female,white,graduate,19,west,separated,2,working full time,40,70100,middle class,strong democrat,liberal,clinton,,oppose,should be legal,very happy,,,most people can be trusted,,pretty well satisfied,0,2,about once a month,jewish,never,higher power,yes,ancient book,,,,,,,,,,,,,,,0,0
2018,151,39,female,black,graduate,16,west,never married,0,working full time,40,47317.5,working class,"independent, close to democrat","moderate, middle of the road",,favor,oppose,should be legal,pretty happy,good,routine,can't be too careful,no,more or less satisfied,0,,,protestant,about once a month,believe with doubts,yes,inspired word,,,,,,,,,,,,,,,0,0
2018,152,77,female,black,high school,13,west,separated,4,retired,,,working class,strong democrat,conservative,clinton,favor,oppose,should not be legal,pretty happy,good,exciting,depends,yes,pretty well satisfied,,,,protestant,several times a week,no doubts,don't know,word of god,,,,,,,,,,,,,,,0,0
2018,153,35,female,black,high school,12,west,never married,1,"unemployed, laid off, looking for work",,,working class,"independent (neither, no response)",slightly conservative,clinton,,favor,don't know,not too happy,,,can't be too careful,,pretty well satisfied,,5,never,protestant,never,no doubts,yes,word of god,,,,,,,,,,,,,,,0,0
2018,154,46,female,other,bachelor's,16,west,separated,4,working full time,40,13143.75,working class,"independent (neither, no response)","moderate, middle of the road",,favor,don't know,don't know,pretty happy,fair,don't know,depends,yes,pretty well satisfied,0,,,catholic,never,no doubts,don't know,inspired word,,,,,,,,,,,,,,,0,0
2018,155,57,male,other,less than high school,8,west,never married,0,working full time,32,31544.999999999996,working class,not very strong republican,"moderate, middle of the road",,,favor,should be legal,very happy,,,can't be too careful,,more or less satisfied,0,2,about once a year,catholic,about once or twice a year,higher power,don't know,ancient book,,,,,,,,,,,,,,,0,0
2018,156,35,female,other,less than high school,11,west,married,4,working full time,40,1402,working class,not very strong democrat,"moderate, middle of the road",,favor,oppose,should not be legal,pretty happy,good,exciting,can't be too careful,yes,more or less satisfied,2,,,none,never,no doubts,yes,inspired word,,,,,,,,,,,,,,,0,0
2018,157,58,female,white,high school,12,west,separated,4,working full time,52,19277.5,middle class,not very strong republican,slightly conservative,clinton,favor,oppose,,not too happy,fair,routine,,yes,not satisfied at all,0,2,never,protestant,nearly every week,no doubts,no,word of god,no,sort of scientific,,,sun around earth,true,false,false,true,true,true,all 1000 get the drug,yes,yes,3,7
2018,158,20,female,other,high school,14,west,never married,0,working part time,30,4556.5,working class,other party,"moderate, middle of the road",,oppose,oppose,,pretty happy,fair,exciting,,yes,not satisfied at all,0,1,never,catholic,every week,no doubts,yes,inspired word,yes,sort of scientific,false,don't know,earth around sun,false,don't know,don't know,true,true,don't know,500 get the drug; 500 don't,no,yes,3,9
2018,159,48,female,other,less than high school,7,west,married,5,working full time,40,5257.5,lower class,"independent, close to democrat","moderate, middle of the road",,,oppose,should not be legal,very happy,,,can't be too careful,,more or less satisfied,0,1,never,catholic,several times a week,no doubts,yes,inspired word,,,,,,,,,,,,,,,0,0
2018,160,51,female,white,less than high school,2,west,separated,3,working full time,50,9638.75,working class,"independent (neither, no response)","moderate, middle of the road",,favor,favor,,pretty happy,fair,exciting,,yes,more or less satisfied,15,0,never,catholic,nearly every week,no doubts,yes,ancient book,yes,sort of scientific,false,don't know,sun around earth,true,don't know,don't know,true,don't know,don't know,500 get the drug; 500 don't,don't know,don't know,0,9
2018,161,18,female,other,less than high school,11,west,never married,0,in school,,,working class,strong democrat,liberal,,favor,oppose,should be legal,not too happy,excellent,exciting,can't be too careful,no,more or less satisfied,,,,none,never,believe sometimes,yes,inspired word,,,,,,,,,,,,,,,0,0
2018,162,18,female,white,high school,12,west,never married,0,in school,,,middle class,not very strong democrat,liberal,,,favor,should be legal,pretty happy,,,can't be too careful,,more or less satisfied,,4,never,none,never,don't believe,yes,inspired word,yes,sort of scientific,,,sun around earth,true,don't know,false,true,true,false,500 get the drug; 500 don't,no,yes,1,7
2018,163,41,female,other,high school,12,west,married,2,working full time,45,26287.5,working class,not very strong democrat,"moderate, middle of the road",,oppose,favor,,pretty happy,good,routine,,no,more or less satisfied,8,2,several times a year,none,never,higher power,yes,inspired word,yes,sort of scientific,,,sun around earth,don't know,true,don't know,false,true,true,500 get the drug; 500 don't,don't know,don't know,3,7
2018,164,51,female,other,high school,15,west,married,2,keeping house,,,working class,not very strong democrat,"moderate, middle of the road",,favor,oppose,should not be legal,not too happy,fair,exciting,can't be too careful,no,more or less satisfied,,,,catholic,about once a month,no doubts,no,inspired word,,,,,,,,,,,,,,,0,0
2018,165,41,female,white,less than high school,6,west,married,4,keeping house,,,working class,"independent (neither, no response)","moderate, middle of the road",,favor,favor,,pretty happy,good,routine,,yes,not satisfied at all,,3,never,catholic,about once or twice a year,no doubts,yes,inspired word,yes,not at all scientific,true,true,sun around earth,true,false,false,true,true,true,500 get the drug; 500 don't,no,yes,5,9
2018,166,71,female,white,high school,13,west,never married,1,retired,,,working class,"independent, close to democrat",liberal,clinton,,oppose,don't know,pretty happy,,,most people can be trusted,,more or less satisfied,,0,never,none,never,"don't know, no way to find out",don't know,ancient book,no,don't know,don't know,,earth around sun,false,don't know,true,false,true,true,500 get the drug; 500 don't,no,yes,6,8
2018,167,43,male,white,less than high school,9,west,never married,0,working full time,45,,working class,not very strong democrat,"moderate, middle of the road",,favor,favor,should be legal,very happy,fair,exciting,can't be too careful,no,more or less satisfied,15,,,none,never,no doubts,yes,inspired word,,,,,,,,,,,,,,,0,0
2018,168,53,male,other,bachelor's,16,west,never married,0,working part time,6,,middle class,"independent (neither, no response)",liberal,,favor,oppose,,pretty happy,good,exciting,,no,not satisfied at all,,8,never,catholic,every week,,yes,word of god,no,not at all scientific,,,,,,,,,,,,,0,0
2018,169,46,male,white,associate/junior college,18,west,never married,0,working full time,53,38555,working class,not very strong democrat,slightly liberal,,favor,favor,don't know,not too happy,poor,exciting,most people can be trusted,no,not satisfied at all,0,,,none,about once or twice a year,"don't know, no way to find out",don't know,ancient book,,,,,,,,,,,,,,,0,0
2018,170,36,male,white,high school,13,west,married,3,working full time,42,38555,working class,strong democrat,slightly liberal,,favor,favor,,pretty happy,good,routine,,no,not satisfied at all,0,3,several times a year,protestant,several times a year,"don't know, no way to find out",no,ancient book,no,not at all scientific,,,earth around sun,false,false,false,false,false,true,500 get the drug; 500 don't,no,yes,5,7
2018,171,19,male,white,high school,12,west,never married,0,working full time,45,5257.5,middle class,"independent, close to republican",slightly conservative,,oppose,favor,should not be legal,pretty happy,fair,routine,can't be too careful,no,not satisfied at all,7,,,none,never,"don't know, no way to find out",yes,ancient book,,,,,,,,,,,,,,,0,0
2018,172,65,male,other,high school,14,west,married,1,working part time,30,19277.5,working class,"independent, close to democrat",liberal,,,oppose,should not be legal,very happy,,,can't be too careful,,not satisfied at all,0,2,never,catholic,several times a week,no doubts,don't know,word of god,,,,,,,,,,,,,,,0,0
2018,173,60,female,white,high school,13,west,divorced,0,working full time,40,31544.999999999996,working class,strong republican,"moderate, middle of the road",trump,favor,don't know,should not be legal,not too happy,good,routine,most people can be trusted,no,not satisfied at all,0,,,protestant,several times a year,no doubts,yes,word of god,,,,,,,,,,,,,,,0,0
2018,174,63,female,white,bachelor's,16,west,never married,0,retired,,,middle class,strong democrat,conservative,clinton,,favor,should not be legal,pretty happy,,,can't be too careful,,more or less satisfied,,2,several times a year,jewish,about once a month,"don't know, no way to find out",yes,inspired word,yes,sort of scientific,,,sun around earth,false,false,false,true,true,don't know,all 1000 get the drug,no,no,3,7
2018,175,36,male,white,graduate,20,west,married,2,working full time,60,176200.14942,middle class,strong democrat,liberal,clinton,favor,don't know,should be legal,very happy,excellent,exciting,can't be too careful,no,pretty well satisfied,0,,,jewish,never,"don't know, no way to find out",no,ancient book,,,,,,,,,,,,,,,0,0
2018,176,40,female,other,bachelor's,16,west,married,2,keeping house,,,middle class,"independent (neither, no response)",conservative,,,don't know,should be legal,pretty happy,,,most people can be trusted,,more or less satisfied,,1,several times a year,buddhism,never,believe with doubts,yes,don't know,,,,,,,,,,,,,,,0,0
2018,177,42,female,white,graduate,18,west,married,3,working full time,40,112160,upper class,strong democrat,extremely liberal,clinton,favor,oppose,,very happy,good,exciting,,yes,pretty well satisfied,1,1,several times a year,jewish,about once or twice a year,"don't know, no way to find out",no,ancient book,yes,not at all scientific,true,don't know,earth around sun,false,don't know,don't know,true,true,true,500 get the drug; 500 don't,no,yes,5,9
2018,178,61,male,white,high school,14,west,separated,0,working full time,60,98140,middle class,"independent, close to republican",don't know,trump,oppose,oppose,should be legal,pretty happy,good,exciting,can't be too careful,no,more or less satisfied,1,,,other,every week,no doubts,yes,inspired word,,,,,,,,,,,,,,,0,0
2018,179,27,male,other,bachelor's,16,west,never married,0,working full time,43,57832.5,middle class,not very strong democrat,slightly liberal,clinton,,favor,should be legal,very happy,,,most people can be trusted,,pretty well satisfied,1,0,several times a month,none,never,don't believe,yes,don't know,no,not at all scientific,,,earth around sun,false,don't know,true,false,true,true,500 get the drug; 500 don't,no,yes,6,7
2018,180,52,male,white,high school,14,west,never married,1,keeping house,,,middle class,"independent (neither, no response)","moderate, middle of the road",,favor,favor,,very happy,good,exciting,,no,pretty well satisfied,,3,several times a year,protestant,about once a month,no doubts,yes,inspired word,no,sort of scientific,,,earth around sun,false,false,true,false,true,true,500 get the drug; 500 don't,yes,no,7,7
2018,181,36,female,black,high school,12,west,never married,0,working part time,20,,don't know,"independent (neither, no response)",don't know,,oppose,don't know,should not be legal,don't know,don't know,don't know,depends,yes,don't know,,,,none,several times a week,no doubts,yes,don't know,,,,,,,,,,,,,,,0,0
2018,182,74,female,white,high school,16,west,divorced,4,retired,,,lower class,"independent, close to democrat",liberal,,,favor,should be legal,pretty happy,,,can't be too careful,,not satisfied at all,,1,never,protestant,never,no doubts,yes,word of god,,,,,,,,,,,,,,,0,0
2018,183,36,male,white,graduate,20,west,never married,0,working full time,50,47317.5,middle class,strong democrat,liberal,clinton,favor,oppose,,pretty happy,fair,routine,,yes,not satisfied at all,0,1,about once a month,none,never,"don't know, no way to find out",no,ancient book,no,not at all scientific,true,true,earth around sun,false,don't know,true,false,true,true,500 get the drug; 500 don't,no,yes,8,9
2018,184,34,male,white,graduate,17,west,never married,0,working full time,50,57832.5,upper class,strong democrat,"moderate, middle of the road",clinton,,don't know,should be legal,pretty happy,,,most people can be trusted,,pretty well satisfied,2,2,several times a month,protestant,about once a month,no doubts,yes,inspired word,no,not at all scientific,false,,earth around sun,false,false,true,true,true,true,500 get the drug; 500 don't,no,yes,6,8
2018,185,46,male,other,bachelor's,16,west,divorced,1,working full time,72,98140,middle class,"independent, close to democrat","moderate, middle of the road",,favor,oppose,,not too happy,excellent,dull,,yes,more or less satisfied,3,3,about once a month,none,never,don't believe,yes,ancient book,no,sort of scientific,,,earth around sun,false,don't know,don't know,true,true,true,all 1000 get the drug,yes,yes,4,7
2018,186,21,female,white,high school,14,west,never married,0,in school,,1402,middle class,strong democrat,liberal,clinton,favor,oppose,should be legal,very happy,excellent,exciting,can't be too careful,yes,pretty well satisfied,,,,none,never,don't believe,no,ancient book,,,,,,,,,,,,,,,0,0
2018,187,72,female,white,less than high school,11,west,divorced,3,retired,,70100,middle class,"independent, close to democrat","moderate, middle of the road",,,oppose,should not be legal,pretty happy,,,can't be too careful,,more or less satisfied,,8,several times a year,catholic,less than once a year,believe with doubts,yes,inspired word,yes,sort of scientific,,,earth around sun,don't know,don't know,don't know,true,true,true,all 1000 get the drug,yes,no,3,7
2018,188,46,male,other,bachelor's,16,west,married,2,working full time,60,70100,working class,not very strong democrat,slightly liberal,clinton,favor,oppose,,pretty happy,poor,routine,,no,not satisfied at all,0,2,never,catholic,2-3 times a month,no doubts,yes,inspired word,no,sort of scientific,,,earth around sun,false,don't know,don't know,false,true,true,500 get the drug; 500 don't,no,yes,5,7
2018,189,21,female,white,high school,14,west,never married,0,in school,,,upper class,,"moderate, middle of the road",,favor,favor,should be legal,pretty happy,good,routine,can't be too careful,yes,pretty well satisfied,,,,none,never,"don't know, no way to find out",no,ancient book,,,,,,,,,,,,,,,0,0
2018,190,46,male,other,high school,13,west,never married,1,working full time,60,47317.5,working class,"independent, close to republican",conservative,,,favor,should be legal,not too happy,,,can't be too careful,,pretty well satisfied,0,1,once or twice a week,catholic,never,"don't know, no way to find out",no,ancient book,yes,not at all scientific,true,,earth around sun,false,don't know,true,don't know,true,true,500 get the drug; 500 don't,no,yes,6,8
2018,191,53,male,other,high school,12,west,divorced,3,working full time,60,84120,middle class,strong republican,"moderate, middle of the road",didn't vote for president,favor,favor,should be legal,very happy,good,exciting,most people can be trusted,no,pretty well satisfied,1,,,protestant,nearly every week,no doubts,yes,inspired word,,,,,,,,,,,,,,,0,0
2018,192,74,female,white,graduate,18,west,widowed,4,retired,,,working class,not very strong republican,conservative,didn't vote for president,favor,favor,should be legal,not too happy,good,routine,can't be too careful,yes,more or less satisfied,,,,protestant,every week,no doubts,yes,inspired word,,,,,,,,,,,,,,,0,0
2018,193,70,male,white,less than high school,6,west,divorced,1,keeping house,,,working class,"independent, close to democrat","moderate, middle of the road",,,favor,should not be legal,pretty happy,,,can't be too careful,,not satisfied at all,,2,about once a month,catholic,several times a year,no doubts,yes,ancient book,yes,not at all scientific,,,earth around sun,true,true,true,don't know,false,true,don't know,yes,yes,3,7
2018,194,36,female,other,bachelor's,16,west,married,1,working full time,40,38555,middle class,"independent, close to republican","moderate, middle of the road",other candidate,favor,oppose,,pretty happy,poor,exciting,,no,more or less satisfied,10,0,never,protestant,2-3 times a month,believe with doubts,yes,inspired word,no,not at all scientific,,,earth around sun,false,don't know,true,false,true,true,500 get the drug; 500 don't,no,yes,6,7
2018,195,57,male,white,less than high school,11,west,married,1,retired,,,lower class,strong republican,extremely conservative,,,favor,don't know,pretty happy,,,most people can be trusted,,not satisfied at all,,10,never,none,about once or twice a year,higher power,don't know,ancient book,,,,,,,,,,,,,,,0,0
2018,196,60,male,white,bachelor's,16,west,never married,0,working full time,45,70100,middle class,"independent, close to republican",conservative,trump,favor,favor,,not too happy,good,routine,,yes,pretty well satisfied,3,2,never,protestant,every week,no doubts,yes,word of god,no,not at all scientific,false,false,earth around sun,false,false,true,true,true,true,500 get the drug; 500 don't,no,yes,6,9
2018,197,53,female,other,less than high school,12,west,divorced,3,working full time,40,16648.75,middle class,strong republican,extremely conservative,,,favor,should not be legal,pretty happy,,,can't be too careful,,more or less satisfied,1,3,never,catholic,several times a year,believe with doubts,don't know,inspired word,no,don't know,false,,sun around earth,don't know,don't know,don't know,true,false,true,all 1000 get the drug,no,yes,1,8
2018,198,69,male,white,high school,12,west,married,4,working full time,35,16648.75,working class,not very strong democrat,slightly liberal,clinton,favor,oppose,,pretty happy,fair,routine,,no,more or less satisfied,0,3,never,none,about once or twice a year,no doubts,yes,inspired word,no,sort of scientific,,,earth around sun,true,false,don't know,true,true,true,500 get the drug; 500 don't,no,no,4,7
2018,199,38,female,white,bachelor's,16,west,married,3,working full time,40,47317.5,middle class,not very strong democrat,"moderate, middle of the road",clinton,favor,favor,should be legal,very happy,excellent,routine,most people can be trusted,yes,more or less satisfied,0,,,none,never,no doubts,yes,inspired word,,,,,,,,,,,,,,,0,0
2018,200,48,female,white,high school,14,west,married,3,working part time,10,7886.249999999999,middle class,not very strong republican,conservative,trump,favor,favor,,pretty happy,good,exciting,,yes,pretty well satisfied,0,1,never,christian,every week,no doubts,yes,word of god,no,not at all scientific,false,false,sun around earth,false,false,true,false,true,true,500 get the drug; 500 don't,no,yes,6,9
2018,201,30,male,other,bachelor's,16,west,never married,0,working full time,60,57832.5,middle class,"independent, close to republican","moderate, middle of the road",,favor,favor,,pretty happy,fair,dull,,no,more or less satisfied,14,1,about once a month,protestant,never,higher power,yes,inspired word,yes,not at all scientific,true,true,earth around sun,false,true,true,false,true,true,all 1000 get the drug,no,yes,8,9
2018,202,29,male,white,high school,13,west,never married,0,keeping house,,98140,middle class,not very strong democrat,"moderate, middle of the road",clinton,favor,favor,,very happy,excellent,exciting,,no,pretty well satisfied,,1,several times a year,none,several times a year,believe with doubts,yes,inspired word,yes,sort of scientific,,,sun around earth,don't know,true,don't know,true,true,don't know,500 get the drug; 500 don't,no,no,1,7
2018,203,68,female,white,bachelor's,16,west,married,2,retired,,,middle class,strong democrat,liberal,clinton,oppose,favor,should be legal,very happy,good,routine,most people can be trusted,no,pretty well satisfied,,,,jewish,about once a month,higher power,yes,inspired word,,,,,,,,,,,,,,,0,0
2018,204,64,female,white,high school,13,west,married,5,keeping house,,,middle class,"independent, close to democrat","moderate, middle of the road",,favor,oppose,,pretty happy,fair,exciting,,no,more or less satisfied,,6,several times a month,protestant,about once or twice a year,no doubts,yes,inspired word,yes,sort of scientific,true,true,earth around sun,true,true,true,true,true,false,500 get the drug; 500 don't,no,no,5,9
2018,205,43,male,other,graduate,16,west,married,2,"unemployed, laid off, looking for work",,,working class,"independent (neither, no response)",liberal,,oppose,favor,should not be legal,very happy,good,routine,can't be too careful,yes,more or less satisfied,,,,protestant,several times a week,believe with doubts,yes,word of god,,,,,,,,,,,,,,,0,0
2018,206,69,female,white,high school,12,west,widowed,1,retired,,,middle class,other party,"moderate, middle of the road",,,favor,should be legal,not too happy,,,can't be too careful,,pretty well satisfied,,4,never,other,never,no doubts,yes,inspired word,no,sort of scientific,,,sun around earth,false,don't know,don't know,false,don't know,true,500 get the drug; 500 don't,no,yes,3,7
2018,207,47,male,white,high school,12,west,married,3,working full time,48,38555,working class,"independent, close to republican",conservative,,oppose,favor,,pretty happy,fair,routine,,no,more or less satisfied,14,0,once or twice a week,none,never,don't believe,no,ancient book,yes,sort of scientific,,,earth around sun,false,false,don't know,true,false,true,all 1000 get the drug,no,no,4,7
2018,208,57,male,white,high school,12,west,married,2,keeping house,,,middle class,other party,extremely conservative,trump,,favor,should not be legal,pretty happy,,,can't be too careful,,more or less satisfied,,6,about once a month,protestant,2-3 times a month,believe with doubts,yes,word of god,,,,,,,,,,,,,,,0,0
2018,209,50,male,white,graduate,16,west,married,0,working full time,40,,middle class,not very strong democrat,liberal,clinton,favor,oppose,should be legal,not too happy,good,routine,most people can be trusted,no,not satisfied at all,20,,,catholic,about once or twice a year,"don't know, no way to find out",yes,ancient book,,,,,,,,,,,,,,,0,0
2018,210,25,female,other,high school,12,west,never married,0,"unemployed, laid off, looking for work",,,middle class,"independent (neither, no response)","moderate, middle of the road",clinton,,favor,should not be legal,pretty happy,,,most people can be trusted,,more or less satisfied,,8,once or twice a week,catholic,about once or twice a year,believe with doubts,yes,inspired word,yes,sort of scientific,true,,earth around sun,don't know,don't know,don't know,don't know,true,true,500 get the drug; 500 don't,yes,yes,4,8
2018,211,75,male,white,high school,14,west,divorced,2,retired,,,middle class,strong democrat,extremely liberal,clinton,favor,don't know,should be legal,very happy,excellent,exciting,depends,no,pretty well satisfied,,,,buddhism,2-3 times a month,don't believe,yes,ancient book,,,,,,,,,,,,,,,0,0
2018,212,46,male,white,high school,14,west,married,2,working full time,54,84120,middle class,strong republican,conservative,trump,,favor,should not be legal,very happy,,,can't be too careful,,more or less satisfied,0,1,about once a year,catholic,about once or twice a year,believe sometimes,no,word of god,,,,,,,,,,,,,,,0,0
2018,213,77,female,white,less than high school,10,west,divorced,2,retired,,,middle class,"independent, close to democrat","moderate, middle of the road",,favor,favor,,not too happy,poor,routine,,no,more or less satisfied,,15,about once a month,catholic,never,believe with doubts,yes,inspired word,yes,sort of scientific,true,don't know,sun around earth,true,don't know,don't know,true,true,false,500 get the drug; 500 don't,yes,don't know,2,9
2018,214,18,female,black,less than high school,11,west,never married,0,in school,,,middle class,strong democrat,"moderate, middle of the road",,,oppose,should be legal,pretty happy,,,most people can be trusted,,pretty well satisfied,,0,never,none,never,higher power,yes,ancient book,no,sort of scientific,,,sun around earth,true,false,true,true,false,false,500 get the drug; 500 don't,yes,no,2,7
2018,215,62,female,white,high school,12,west,married,1,retired,,,lower class,strong republican,conservative,trump,favor,favor,don't know,pretty happy,excellent,routine,can't be too careful,yes,more or less satisfied,,,,protestant,every week,no doubts,yes,word of god,,,,,,,,,,,,,,,0,0
2018,216,30,female,white,associate/junior college,15,west,married,2,working part time,30,13143.75,working class,not very strong democrat,"moderate, middle of the road",clinton,favor,oppose,,pretty happy,good,exciting,,no,more or less satisfied,0,2,about once a year,catholic,about once or twice a year,believe with doubts,yes,inspired word,yes,sort of scientific,true,true,sun around earth,false,false,don't know,true,true,true,500 get the drug; 500 don't,no,no,6,9
2018,217,70,female,other,less than high school,7,west,widowed,1,retired,,,working class,strong democrat,don't know,clinton,favor,oppose,should be legal,not too happy,poor,routine,can't be too careful,yes,not satisfied at all,,,,catholic,every week,no doubts,yes,word of god,,,,,,,,,,,,,,,0,0
2018,218,50,male,white,less than high school,3,west,married,1,working full time,40,3855.4999999999995,middle class,"independent (neither, no response)",slightly liberal,,,oppose,should not be legal,not too happy,,,can't be too careful,,more or less satisfied,0,0,never,none,never,no doubts,yes,inspired word,no,sort of scientific,true,,sun around earth,false,true,don't know,true,true,false,all 1000 get the drug,yes,yes,3,8
2018,219,44,female,other,high school,12,west,separated,5,keeping house,,,middle class,"independent, close to democrat",conservative,,favor,favor,,pretty happy,good,routine,,no,more or less satisfied,,3,never,catholic,about once a month,no doubts,yes,word of god,no,not at all scientific,,,sun around earth,false,true,don't know,true,true,true,500 get the drug; 500 don't,no,no,3,7
2018,220,33,female,white,high school,12,west,married,1,working full time,45,26287.5,working class,"independent (neither, no response)",liberal,,oppose,oppose,should not be legal,very happy,good,routine,can't be too careful,no,pretty well satisfied,3,,,protestant,nearly every week,no doubts,yes,word of god,,,,,,,,,,,,,,,0,0
2018,221,34,female,white,graduate,19,west,married,2,working full time,35,57832.5,middle class,strong republican,conservative,trump,oppose,favor,should be legal,pretty happy,good,routine,can't be too careful,no,more or less satisfied,10,,,protestant,every week,no doubts,yes,inspired word,,,,,,,,,,,,,,,0,0
2018,222,46,female,white,bachelor's,16,west,married,2,working part time,8,,middle class,strong democrat,extremely liberal,clinton,favor,oppose,should be legal,pretty happy,fair,routine,most people can be trusted,no,more or less satisfied,5,,,none,never,don't believe,no,ancient book,,,,,,,,,,,,,,,0,0
2018,223,51,male,white,high school,12,west,married,3,working part time,30,,middle class,not very strong democrat,"moderate, middle of the road",,favor,favor,,very happy,excellent,exciting,,yes,more or less satisfied,0,2,almost daily,protestant,2-3 times a month,no doubts,yes,inspired word,no,sort of scientific,,,earth around sun,false,false,true,don't know,true,true,500 get the drug; 500 don't,no,yes,6,7
2018,224,28,male,black,high school,14,west,never married,0,working full time,40,26287.5,working class,strong democrat,conservative,didn't vote for president,oppose,oppose,should be legal,not too happy,fair,routine,most people can be trusted,no,pretty well satisfied,0,,,protestant,several times a year,believe with doubts,yes,word of god,,,,,,,,,,,,,,,0,0
2018,225,74,male,other,bachelor's,16,west,divorced,5,working part time,16,6309,working class,"independent, close to democrat","moderate, middle of the road",clinton,oppose,favor,,very happy,excellent,exciting,,yes,more or less satisfied,0,3,never,catholic,less than once a year,don't know,yes,ancient book,no,not at all scientific,false,true,earth around sun,false,don't know,false,false,true,true,500 get the drug; 500 don't,no,yes,6,9
2018,226,29,female,white,high school,15,west,never married,2,working part time,30,7886.249999999999,working class,"independent (neither, no response)","moderate, middle of the road",other candidate,,oppose,should be legal,pretty happy,,,can't be too careful,,pretty well satisfied,15,2,several times a year,protestant,about once or twice a year,higher power,yes,ancient book,yes,not at all scientific,,,earth around sun,don't know,don't know,true,false,true,true,500 get the drug; 500 don't,no,yes,5,7
2018,227,49,male,other,less than high school,11,west,married,8,"unemployed, laid off, looking for work",,13143.75,middle class,"independent, close to democrat",liberal,,favor,favor,,very happy,good,exciting,,no,more or less satisfied,,2,never,catholic,never,no doubts,yes,word of god,no,very scientific,,,earth around sun,false,true,false,true,true,true,500 get the drug; 500 don't,yes,no,4,7
2018,228,28,female,white,bachelor's,17,west,never married,0,working full time,20,26287.5,working class,"independent, close to democrat",slightly liberal,,favor,oppose,should be legal,pretty happy,fair,routine,can't be too careful,yes,more or less satisfied,6,,,protestant,several times a year,believe with doubts,yes,inspired word,,,,,,,,,,,,,,,0,0
2018,229,48,female,white,high school,12,west,separated,4,keeping house,,,working class,"independent, close to republican",slightly conservative,,,favor,don't know,not too happy,,,can't be too careful,,not satisfied at all,,6,about once a month,catholic,about once or twice a year,no doubts,yes,inspired word,,,,,,,,,,,,,,,0,0
2018,230,24,female,white,high school,12,west,never married,1,working part time,25,,middle class,"independent, close to democrat","moderate, middle of the road",,,oppose,should be legal,very happy,,,depends,,pretty well satisfied,0,3,several times a year,protestant,never,no doubts,yes,word of god,yes,not at all scientific,false,,sun around earth,false,true,false,true,true,true,500 get the drug; 500 don't,no,no,3,8
2018,231,51,female,other,high school,15,west,divorced,1,working full time,70,6309,middle class,"independent, close to republican","moderate, middle of the road",,favor,oppose,should be legal,very happy,excellent,exciting,most people can be trusted,yes,more or less satisfied,0,,,protestant,never,believe with doubts,yes,inspired word,,,,,,,,,,,,,,,0,0
2018,232,42,female,white,bachelor's,16,west,divorced,2,working full time,40,47317.5,middle class,strong republican,conservative,,,favor,should not be legal,pretty happy,,,most people can be trusted,,more or less satisfied,6,1,about once a month,protestant,2-3 times a month,no doubts,no,inspired word,yes,not at all scientific,,,earth around sun,false,false,don't know,false,true,true,500 get the drug; 500 don't,no,yes,6,7
2018,233,44,male,black,bachelor's,17,west,married,3,working full time,60,,middle class,"independent (neither, no response)","moderate, middle of the road",clinton,favor,favor,should not be legal,very happy,good,exciting,can't be too careful,yes,pretty well satisfied,0,,,catholic,every week,no doubts,yes,word of god,,,,,,,,,,,,,,,0,0
