age,gender,country,english_native,handedness,extraversion,neuroticism,agreeableness,conscientiousness,openness
49,Male,NZ,Yes,Right,3.3,2.3,3.2,3.0,3.1
25,Female,US,Yes,Right,2.4,1.8,4.2,3.5,3.4
17,Male,GB,Yes,Right,3.0,4.2,3.3,4.2,4.0
18,Female,PH,No,Right,3.2,2.5,4.1,4.9,4.7
18,Female,US,Yes,Right,4.1,2.0,5.0,3.5,3.9
27,Female,US,No,Right,1.3,3.1,4.2,3.4,2.9
37,Female,IT,No,Right,2.8,3.2,3.3,2.8,3.5
28,Male,IN,No,Right,3.5,3.7,4.5,3.5,3.7
16,Male,CA,Yes,Left,2.2,4.3,4.6,2.3,4.5
36,Female,US,Yes,Right,3.9,3.8,4.2,4.3,4.3
41,Female,US,Yes,Right,2.5,1.6,4.1,3.4,2.2
18,Male,US,Yes,Right,2.7,4.0,4.0,3.0,4.4
19,Male,PH,No,Right,3.1,4.1,3.0,1.9,3.4
52,Female,US,Yes,Right,3.9,1.5,4.5,4.1,4.5
37,Female,US,Yes,Right,4.0,3.6,4.5,3.9,4.2
15,Female,CZ,No,Right,2.3,3.7,3.1,1.6,4.3
35,Female,BR,No,Right,2.6,2.7,4.0,3.0,4.1
20,Female,US,Yes,Right,4.1,4.5,4.2,2.9,2.6
42,Female,US,Yes,Right,1.2,4.6,3.4,3.1,3.6
41,Female,TT,Yes,Right,2.6,2.3,4.1,4.3,4.6
27,Male,IN,No,Right,3.0,3.4,4.1,3.8,3.8
20,Female,US,Yes,Right,1.3,4.7,4.0,2.4,3.2
16,Female,US,Yes,Right,2.5,3.5,4.6,3.8,3.9
22,Female,GB,Yes,Right,3.8,1.9,4.0,3.7,4.2
22,Female,PH,No,Right,2.7,4.0,2.7,2.5,2.8
14,Male,US,Yes,Right,3.7,3.2,4.7,3.3,4.2
52,Female,US,Yes,Both,4.0,1.2,4.9,4.0,4.8
17,Male,ID,No,Both,2.6,3.9,3.4,3.7,4.7
26,Female,US,Yes,Right,3.0,2.4,2.9,4.1,4.5
31,Male,FI,No,Left,1.3,3.8,2.7,4.1,3.0
18,Female,AU,Yes,Right,4.3,3.1,3.7,2.9,4.6
27,Male,IN,Yes,Right,2.2,3.5,4.3,3.6,3.8
21,Female,CA,Yes,Right,3.6,3.4,2.4,2.3,3.2
27,Male,BD,No,Right,3.8,2.2,4.5,2.7,3.5
19,Male,US,Yes,Right,4.6,2.0,3.0,3.6,4.3
19,Female,SA,No,Right,2.7,3.9,4.3,4.3,3.4
45,Female,US,Yes,Right,2.3,1.6,4.8,4.7,4.3
20,Male,US,Yes,Right,1.6,2.9,2.2,2.2,2.6
15,Male,US,Yes,Right,4.7,3.6,3.7,3.3,4.6
19,Female,US,Yes,Right,1.1,4.9,3.2,3.2,2.9
19,Female,RS,No,Right,1.1,4.1,3.8,3.0,3.2
18,Female,US,Yes,Right,3.3,2.9,3.1,1.9,4.3
15,Male,IN,No,Right,2.7,3.2,4.3,2.5,3.6
20,Female,US,Yes,Right,2.7,4.3,3.8,3.3,4.7
18,Female,GB,Yes,Right,2.1,4.2,3.8,2.4,3.7
15,Female,US,No,Right,2.3,3.9,3.8,2.2,3.1
16,Female,US,Yes,Right,3.0,2.9,4.6,3.7,4.0
44,Male,US,Yes,Left,2.5,2.4,3.8,3.4,3.5
18,Female,RO,No,Right,2.9,3.6,4.6,2.5,4.8
26,Male,GR,No,Right,3.3,4.0,3.3,4.3,4.1
21,Female,GB,Yes,Right,3.6,4.5,4.4,2.9,4.6
40,Female,GB,Yes,Right,1.7,4.1,3.6,2.4,3.3
18,Male,PH,No,Right,3.0,2.4,4.0,2.7,3.9
60,Female,US,Yes,Left,1.1,4.7,3.7,1.4,2.5
20,Female,MY,No,Right,1.2,4.9,2.3,2.5,3.3
48,Male,NL,No,Right,4.6,2.1,4.6,4.0,4.8
33,Male,CA,Yes,Left,3.8,3.2,3.7,2.7,2.5
43,Female,AE,Yes,Right,2.8,2.7,4.3,3.8,4.3
20,Female,NZ,Yes,Right,3.5,2.1,4.2,2.5,4.5
35,Female,CA,Yes,Right,2.1,2.7,4.5,4.2,4.2
43,Female,NO,No,Right,3.2,3.2,3.8,3.6,3.1
16,Male,US,Yes,Right,1.8,3.2,1.9,1.4,4.5
63,Male,US,Yes,Right,3.4,2.2,3.8,3.8,4.8
21,Male,MY,Yes,Right,2.8,2.1,3.9,3.3,4.9
29,Male,US,Yes,Right,2.7,3.3,3.7,3.6,4.7
21,Male,BR,No,Right,2.2,4.8,4.2,3.9,4.9
15,Male,CA,No,,1.9,2.2,2.8,2.9,3.9
43,Male,US,Yes,Right,3.6,3.0,3.2,3.0,4.7
20,Female,PH,No,Right,2.0,3.9,3.6,3.3,3.5
15,Female,GB,No,Right,2.2,2.9,3.9,2.8,3.5
23,Male,(nu,Yes,Both,3.8,2.8,4.0,3.5,4.2
17,Female,PH,No,Right,1.7,4.0,3.9,4.1,4.1
16,Male,US,Yes,Right,2.9,2.0,4.3,2.8,4.8
20,Female,US,Yes,Left,4.4,1.9,4.8,4.4,4.3
51,Female,US,Yes,Right,4.5,3.0,4.8,4.1,4.9
57,Female,MY,No,Right,2.4,2.7,4.9,4.6,2.7
42,Male,IN,No,Right,3.7,1.2,4.1,4.3,4.2
16,Male,US,Yes,,2.9,2.6,2.9,3.2,3.7
14,Male,US,Yes,Both,4.8,3.8,4.2,2.5,4.9
49,Female,CA,Yes,Right,2.7,3.8,3.5,2.2,3.3
20,Female,US,Yes,Right,4.2,2.9,4.5,3.1,3.5
32,Female,GB,Yes,Right,4.5,2.4,4.3,3.6,3.6
27,Female,US,Yes,Right,3.1,3.1,3.8,3.9,3.3
49,Male,CA,Yes,Right,1.0,3.9,3.3,3.8,2.5
31,Female,MY,No,Right,3.2,2.4,4.6,4.3,2.3
18,Male,US,Yes,Right,2.6,2.0,3.9,4.3,4.3
19,Female,PH,Yes,Right,1.4,4.4,3.8,3.9,3.7
16,Female,GB,Yes,Right,3.0,3.1,3.7,3.4,3.0
38,Male,US,Yes,Right,4.5,2.5,4.4,3.5,4.5
58,Male,US,Yes,Right,4.9,1.6,5.0,4.9,4.5
21,Female,ES,No,Right,1.7,2.6,3.6,2.7,3.8
27,Female,JP,No,Right,2.7,2.7,3.7,2.8,3.7
18,Male,US,Yes,Right,1.4,4.8,3.4,2.4,3.7
17,Female,US,Yes,Right,2.3,2.7,4.3,4.5,3.9
25,Female,AU,Yes,Right,3.3,3.1,4.9,3.4,4.4
21,Female,US,Yes,Right,2.5,3.6,4.2,4.3,3.1
41,Female,US,Yes,Right,2.4,4.0,3.7,3.4,4.4
39,Male,SE,Yes,Right,1.8,4.5,4.3,2.8,2.7
28,Female,PH,No,Right,2.5,3.6,3.2,2.9,3.7
24,Female,SY,Yes,Right,2.4,2.2,4.5,3.4,4.3
25,Male,GB,Yes,Right,3.5,4.7,3.2,2.3,3.5
16,Female,PH,No,Right,3.0,2.5,4.5,3.4,4.2
18,Female,US,Yes,Right,2.2,3.2,3.8,3.3,3.6
20,Male,CA,Yes,Both,2.7,4.0,3.1,2.8,5.0
19,Female,NL,No,Right,4.8,4.3,4.0,3.8,4.3
61,Male,GB,Yes,Right,2.1,2.8,4.2,4.2,4.2
19,Female,US,Yes,Right,1.7,2.8,4.6,4.4,2.7
36,Male,IT,No,Right,2.3,2.4,3.4,3.5,3.8
23,Male,PH,No,Right,2.1,3.9,3.9,3.5,3.7
28,Female,US,No,Right,2.6,2.7,4.0,4.0,3.6
17,Female,RO,No,Right,1.5,1.9,3.5,3.2,3.5
64,Female,US,Yes,Right,2.6,2.4,3.9,2.9,3.7
50,Female,US,Yes,Right,2.0,2.2,3.6,3.5,4.0
46,Male,IT,No,Right,3.5,2.2,4.5,4.2,3.6
30,Male,RO,No,Right,2.9,2.2,4.1,3.9,3.4
19,Female,VE,No,Left,1.9,2.1,2.9,3.1,3.9
25,Female,EG,No,Right,3.3,2.8,3.9,3.6,3.8
21,Male,AU,Yes,Right,4.1,3.3,4.3,3.7,4.3
22,Male,MX,No,Right,4.3,1.2,4.6,3.6,4.6
56,Female,US,No,Right,2.7,3.1,4.2,4.2,4.1
23,Male,CM,No,Right,3.4,2.1,4.4,3.3,4.0
36,Female,US,Yes,Right,3.4,1.9,4.9,4.1,3.3
18,Female,US,Yes,Right,3.2,3.8,4.7,4.0,2.9
22,Male,IN,Yes,Right,2.6,2.5,3.2,2.8,4.1
17,Male,GB,Yes,Right,4.2,2.3,4.6,3.8,4.2
19,Female,GB,Yes,Right,3.4,3.2,1.6,2.5,3.4
15,Female,US,Yes,Right,3.1,2.1,2.9,2.9,4.8
18,Male,DK,No,Right,2.5,2.7,4.1,2.5,4.0
44,Male,US,Yes,Right,4.1,4.4,4.0,2.8,4.3
30,Male,PG,Yes,Right,4.1,4.1,4.2,2.1,4.7
30,Female,US,Yes,Right,3.1,2.4,4.3,3.5,3.4
33,Male,CO,No,Right,3.4,2.7,3.9,2.7,4.3
19,Female,US,Yes,Right,2.8,3.3,3.3,2.3,2.6
15,Male,CA,Yes,Right,2.8,2.7,3.7,3.7,3.2
28,Female,GB,Yes,Left,3.3,3.6,4.4,3.7,4.1
22,Female,US,Yes,Right,3.5,3.7,3.8,3.4,3.5
53,Female,US,No,Right,3.1,1.7,4.0,3.8,3.1
20,Female,IN,No,Right,3.8,4.6,4.2,1.8,3.6
33,Male,(nu,No,Right,4.0,4.3,4.7,2.3,4.8
15,Female,US,Yes,Left,4.1,3.9,4.5,3.0,3.6
21,Female,US,Yes,Right,4.5,2.3,4.5,3.3,3.8
36,Female,GB,Yes,Right,2.9,3.0,3.6,2.2,4.1
18,Male,SG,Yes,Right,2.1,4.0,3.8,3.4,4.5
17,Male,US,Yes,Right,2.6,4.0,3.3,2.4,4.4
52,Female,US,Yes,Right,4.5,3.8,3.5,2.2,4.5
19,Female,GT,No,Right,1.5,3.4,3.8,3.1,4.7
26,Female,US,Yes,Right,3.8,4.3,4.5,4.3,3.4
16,Male,US,Yes,Right,1.9,3.5,2.8,3.4,4.1
23,Female,GB,Yes,Right,4.2,4.8,4.1,2.8,4.2
20,Male,NL,Yes,Right,3.5,1.9,3.3,3.8,4.0
25,Female,(nu,Yes,Right,1.4,4.3,4.3,3.7,3.6
21,Female,US,Yes,Right,2.1,2.8,4.6,3.8,3.7
40,Female,GB,Yes,Left,2.9,3.9,4.9,2.0,3.8
22,Female,GR,No,Right,1.9,4.3,3.3,2.5,4.3
14,Male,US,Yes,Right,2.4,3.0,2.8,2.8,2.5
22,Female,IN,No,Right,3.3,3.0,3.5,3.1,2.8
26,Male,NZ,Yes,,1.7,4.0,4.1,4.8,4.6
18,Female,US,Yes,Right,1.4,4.2,4.5,3.4,3.8
36,Female,TH,No,Right,2.9,2.7,4.3,4.0,3.5
38,Female,US,Yes,Right,2.6,2.2,3.7,3.4,4.3
30,Female,US,Yes,Right,3.8,4.3,4.4,3.4,4.2
40,Female,NO,No,Right,3.5,3.2,4.7,4.3,4.3
21,Male,ES,No,Right,1.6,2.2,3.4,3.9,4.3
21,Male,SI,No,Left,2.0,3.5,3.9,3.9,4.6
21,Female,IN,No,Right,2.8,4.3,4.7,3.3,2.9
46,Female,US,Yes,Right,2.8,2.5,2.5,3.1,4.2
35,Male,RS,No,Right,3.4,2.1,3.9,3.5,4.6
20,Male,ID,,Right,2.7,2.9,2.7,3.5,3.0
79,Female,US,Yes,Right,3.4,3.5,4.8,4.4,4.0
43,Male,CA,Yes,,2.3,3.4,3.5,3.1,3.9
15,Female,US,Yes,Right,3.0,3.1,4.1,2.9,4.9
17,Female,NZ,Yes,Right,4.0,3.9,4.4,2.6,4.5
15,Female,PK,No,Right,3.3,3.3,4.1,3.2,3.7
17,Male,MX,No,Right,2.5,4.0,2.3,2.2,4.9
18,Male,US,Yes,Right,3.2,2.7,4.3,3.3,3.6
18,Female,US,Yes,Right,2.0,3.6,4.3,3.6,3.1
50,Female,US,Yes,Right,4.4,2.8,4.2,4.7,4.7
38,Male,IL,No,Right,1.8,2.7,2.4,2.5,4.0
20,Female,LT,No,Right,2.7,3.6,4.5,3.4,3.5
18,Male,US,No,Right,1.8,3.5,2.2,4.2,4.2
24,Male,PT,No,Right,4.5,2.7,2.3,3.4,4.6
39,Female,US,Yes,Right,3.6,3.3,4.7,3.8,4.7
21,Female,LK,No,Right,2.7,3.1,4.3,4.0,3.4
16,Female,US,Yes,Right,4.3,1.5,4.9,4.0,4.3
22,Male,PL,No,Left,1.1,5.0,4.2,3.7,3.9
18,Female,CA,No,Right,2.9,1.9,4.1,2.9,3.7
30,Male,US,Yes,Right,2.2,3.1,3.6,2.7,3.5
21,Male,US,Yes,Right,4.8,3.4,4.3,3.0,4.4
17,Female,US,Yes,Right,3.5,1.7,2.9,3.1,3.2
25,Male,IN,No,Right,3.7,3.4,4.4,2.7,4.5
21,Female,US,Yes,Right,2.4,1.8,4.6,3.9,3.2
24,Male,US,No,Right,2.2,3.1,3.6,3.9,4.4
16,Female,CA,No,Both,2.1,3.3,3.5,3.0,3.2
18,Female,DK,No,Right,3.2,3.8,3.9,2.7,3.6
17,Female,AE,No,Right,2.1,2.6,4.5,4.3,3.5
18,Male,IN,No,Right,1.7,4.2,3.9,3.0,4.0
27,Male,FR,No,Right,4.1,2.1,3.0,4.0,4.7
19,Male,ID,No,Right,2.9,3.3,3.2,3.4,3.2
17,Female,US,Yes,Right,3.0,2.4,4.4,3.1,4.3
52,Male,US,Yes,Right,3.7,2.7,4.0,3.9,4.3
18,Male,GB,No,Right,3.1,3.7,2.4,2.9,4.7
20,Female,AE,No,Right,2.4,3.8,4.1,2.8,3.5
35,Female,US,Yes,Both,4.0,2.0,4.6,3.8,4.0
38,Female,US,Yes,Right,3.3,2.6,4.4,4.1,4.0
37,Male,US,Yes,Right,2.2,2.5,3.6,2.6,3.9
16,Female,US,Yes,Right,2.5,3.0,4.6,3.7,3.3
17,Female,IN,Yes,Right,2.4,4.4,3.9,2.8,4.3
18,Male,IE,Yes,Right,1.5,3.4,3.2,2.2,3.6
30,Female,US,Yes,Right,2.0,3.6,4.0,3.3,3.8
17,Female,US,Yes,Right,3.5,2.5,3.7,3.8,4.4
49,Male,GB,Yes,Right,2.2,2.6,3.5,3.6,3.9
19,Male,US,Yes,Right,3.4,2.3,4.2,4.0,4.4
70,Female,US,Yes,Left,3.4,2.3,3.8,3.1,4.5
17,Female,US,Yes,Right,2.8,3.6,3.3,3.0,3.4
38,Female,US,Yes,Right,3.3,1.6,5.0,4.1,4.9
18,Female,US,Yes,Right,4.0,3.4,4.6,2.1,4.8
18,Male,US,Yes,Right,1.7,2.1,3.1,4.1,3.8
27,Male,IN,No,Right,2.6,3.2,3.0,2.9,4.1
18,Female,US,Yes,Right,2.3,1.9,4.1,3.1,2.9
19,Female,US,Yes,Right,2.4,3.4,4.4,3.6,3.8
25,Female,US,Yes,Right,2.6,4.3,4.1,3.1,5.0
23,Female,DE,Yes,Right,2.3,1.7,4.3,4.7,5.0
13,Female,CA,Yes,Right,1.7,2.7,3.2,3.7,3.4
20,Female,US,Yes,Right,4.6,1.7,4.9,4.4,4.2
60,Male,US,Yes,Right,4.3,2.1,4.4,3.4,4.5
32,Female,ZA,No,Right,1.6,3.1,3.8,2.8,2.7
21,Male,IN,Yes,Left,4.2,3.0,4.1,2.5,4.3
19,Male,US,Yes,Right,1.3,2.5,3.3,2.7,3.4
17,Female,US,Yes,Right,3.9,4.1,4.4,2.5,4.0
25,Male,GB,No,Right,3.1,2.8,3.8,3.3,3.8
31,Female,US,Yes,Right,3.3,3.2,3.7,3.3,4.8
13,Female,US,Yes,Right,3.1,4.1,3.8,3.3,4.0
15,Female,US,Yes,Left,1.6,4.2,4.2,2.6,4.3
18,Male,AT,No,Right,2.0,3.9,3.3,2.5,3.8
14,Female,PH,No,Left,2.8,3.9,4.2,3.6,4.0
31,Female,GR,No,Both,3.1,2.9,4.2,3.6,3.8
23,Female,IN,No,Right,3.1,2.3,2.5,3.8,4.5
30,Female,US,Yes,Right,1.9,3.5,3.9,2.6,4.6
25,Male,MY,No,Right,4.6,3.1,4.2,3.5,4.3
33,Male,US,Yes,Right,4.8,2.6,4.7,2.7,4.1
22,Female,US,Yes,Right,3.9,3.0,4.0,3.2,3.9
38,Female,US,Yes,Left,2.8,3.6,3.7,3.2,4.2
19,Male,US,Yes,Right,4.6,1.9,3.5,3.5,3.7
28,Female,NG,Yes,Right,2.3,2.5,4.0,4.3,3.2
24,Female,CA,No,Right,2.3,2.7,3.1,3.5,3.4
30,Female,US,No,Right,2.9,3.9,3.7,3.2,3.8
17,Female,PH,No,Right,3.9,4.2,4.5,3.3,4.6
30,Female,NG,Yes,Right,2.8,3.3,4.8,3.9,4.1
25,Male,NO,No,Right,2.8,2.8,3.1,3.2,3.0
20,Male,CY,No,Right,1.8,3.2,4.2,3.9,3.5
15,Male,AU,Yes,Left,2.5,2.6,3.8,3.1,3.6
23,Male,US,Yes,Left,4.2,2.7,1.5,3.9,4.6
22,Female,US,Yes,Right,3.2,3.7,4.0,3.5,3.7
48,Male,NZ,No,Right,3.5,2.5,3.7,4.1,4.7
28,Male,IN,No,Right,1.5,4.6,4.8,3.4,4.4
27,Male,IN,No,Left,2.5,4.1,3.7,2.7,3.0
16,Female,US,Yes,Right,2.0,3.8,3.7,4.1,3.2
33,Male,IN,No,Right,1.2,4.4,2.8,3.3,3.0
29,Female,NO,No,Right,4.4,2.9,3.9,3.3,4.3
14,Female,PK,No,Right,3.5,4.6,3.8,4.9,4.5
22,Male,DK,No,Right,4.0,3.0,3.9,5.0,4.3
15,Female,CA,,Right,1.3,4.0,3.5,2.3,3.5
23,Female,(nu,Yes,Right,2.5,2.4,3.8,2.7,4.4
19,Male,IN,No,Right,2.2,3.6,4.0,3.9,3.4
16,Female,ZA,Yes,Left,1.9,4.2,2.2,4.1,4.7
18,Female,PH,No,Right,1.7,4.0,3.5,3.8,3.2
42,Male,US,Yes,Right,4.5,2.7,3.8,4.5,4.4
29,Male,PK,No,Right,4.2,4.5,4.1,4.6,4.2
40,Female,MX,No,Right,2.9,3.1,4.1,2.9,3.4
22,Male,US,Yes,Right,1.3,2.8,3.2,2.9,4.5
19,Male,CN,No,Right,3.4,3.3,4.0,2.8,4.0
41,Female,US,Yes,Left,2.9,2.4,4.5,3.7,3.6
33,Female,AU,Yes,Right,2.5,3.7,4.3,3.0,3.7
17,Female,US,Yes,Right,2.2,4.4,3.0,3.2,3.8
21,Male,US,No,Right,3.2,2.6,3.7,3.8,3.6
25,Male,BE,No,Both,2.8,2.0,4.4,3.5,4.7
23,Female,US,Yes,Right,3.0,3.2,4.3,3.6,3.6
24,Female,ZA,No,Right,3.2,2.9,4.9,2.8,3.5
18,Female,US,Yes,Left,2.3,3.3,4.6,4.5,3.6
15,Male,US,Yes,Right,2.4,3.1,2.0,1.7,3.8
21,Female,CA,No,Right,1.5,3.7,1.7,2.7,3.1
20,Male,US,No,Right,3.4,3.5,3.8,3.3,3.3
13,Female,PH,No,Right,4.5,3.0,3.9,3.8,4.5
21,Male,IN,No,Right,3.7,3.2,4.2,2.9,3.0
19,Female,US,Yes,Right,3.8,2.8,4.6,4.0,2.9
61,Male,(nu,Yes,Right,4.1,1.9,3.8,4.1,4.9
19,Female,(nu,No,Right,2.5,4.2,3.4,3.7,3.4
24,Male,FR,No,Right,1.9,4.1,4.3,2.1,3.9
31,Female,US,Yes,Right,4.4,3.2,3.0,2.6,4.6
28,Female,CZ,No,Right,3.5,2.9,4.6,2.7,3.9
34,Female,IE,Yes,Left,3.1,3.0,4.8,3.5,4.9
27,Male,TT,Yes,Left,1.5,4.2,3.7,3.7,4.0
22,Male,PK,No,Right,4.5,2.1,4.7,4.7,4.1
42,Male,US,Yes,Left,2.1,1.7,1.8,5.0,4.8
38,Male,AU,Yes,Right,1.0,3.7,3.3,3.3,4.3
18,Female,US,Yes,Right,3.5,4.2,4.3,3.6,4.2
23,Female,TH,No,Right,2.4,4.2,3.2,2.9,3.7
21,Male,CA,Yes,Both,3.5,1.1,2.2,3.1,4.2
32,Male,ZA,Yes,Right,3.9,3.2,4.4,2.8,4.5
17,Female,FR,No,Right,2.1,4.5,3.4,2.7,4.0
30,Female,NA,Yes,Right,1.9,3.7,3.2,2.5,2.6
39,Male,GR,No,Right,3.4,1.5,4.5,4.9,3.5
30,Female,US,No,Right,1.1,3.5,2.6,3.7,3.4
22,Female,IN,No,Left,3.8,3.0,3.4,3.8,3.0
25,Male,EC,No,Right,2.6,3.7,2.7,2.7,4.1
25,Male,IN,Yes,Right,2.1,1.5,3.4,4.4,3.8
59,Male,US,Yes,Right,4.1,2.3,4.7,2.5,4.9
17,Female,US,Yes,Right,1.8,4.2,4.7,3.3,4.0
16,Male,US,Yes,Right,2.5,3.1,3.4,3.9,3.4
21,Female,UA,No,Right,3.4,4.1,3.7,2.9,4.2
16,Female,PH,No,Right,3.4,3.6,4.1,2.8,3.8
53,Female,IT,No,Right,2.4,2.8,4.1,3.6,3.2
23,Female,IN,No,Right,3.6,3.5,4.6,3.3,3.9
44,Female,US,Yes,Right,2.0,3.3,3.8,4.2,4.0
49,Female,US,Yes,Right,2.8,2.4,4.3,4.7,3.5
18,Female,GB,No,Right,4.3,1.9,4.6,3.8,3.3
26,Male,MX,No,Right,3.8,2.2,4.0,3.8,4.3
40,Male,CA,No,Right,2.8,3.0,3.8,2.8,3.7
37,Female,ZA,Yes,Left,3.7,1.6,4.6,4.3,4.3
53,Male,IT,No,Right,3.3,1.9,3.4,2.9,4.4
22,Female,GB,No,Right,1.3,3.9,4.4,3.9,3.9
21,Female,US,Yes,Right,1.6,3.1,3.2,2.7,4.0
37,Male,US,Yes,Right,2.7,1.7,3.7,4.3,3.2
16,Female,AU,Yes,Right,2.8,3.4,3.9,3.2,1.8
23,Male,US,No,Right,1.8,2.9,4.5,2.7,3.3
19,Female,US,Yes,Right,3.7,2.5,4.5,3.0,4.4
17,Male,US,Yes,Right,3.9,2.1,4.7,2.9,2.8
14,Female,US,Yes,Right,3.1,3.7,3.0,2.5,4.2
32,Female,US,Yes,Right,3.9,1.1,3.7,4.8,4.4
15,Female,IL,Yes,Right,3.8,3.1,3.6,3.1,4.5
22,Female,DE,No,Right,4.5,2.2,4.8,4.3,4.6
22,Male,US,Yes,Right,2.7,2.6,3.9,4.1,4.0
14,Male,DE,No,Both,2.9,1.7,2.8,2.5,4.9
46,Female,US,Yes,Left,2.7,4.3,3.7,4.5,4.2
17,Female,CA,No,Right,4.0,2.9,3.9,3.6,4.2
21,Female,US,Yes,Right,3.4,3.6,4.6,2.3,4.4
18,Female,CN,Yes,Right,3.5,3.7,3.8,3.0,4.0
40,Female,US,Yes,Right,2.7,2.9,3.2,2.9,4.7
28,Male,PT,No,Right,3.4,2.2,4.4,3.9,4.4
31,Female,US,Yes,Left,3.6,2.0,4.9,4.5,4.8
24,Male,PH,No,Left,1.9,4.0,4.3,3.8,3.8
21,Female,US,Yes,Right,4.4,1.0,4.1,3.2,4.4
31,Female,IN,No,Right,2.8,3.0,3.3,4.1,3.5
15,Male,US,Yes,Right,3.5,2.7,3.9,3.6,4.1
17,Male,MX,No,Right,2.1,3.5,2.7,2.5,4.7
19,Female,US,Yes,Right,3.6,4.5,4.1,4.4,5.0
59,Male,IT,Yes,Right,4.6,2.7,4.5,3.1,4.9
22,Female,GB,Yes,Right,1.9,4.2,3.5,2.3,3.3
17,Male,IE,Yes,Right,2.4,2.2,3.5,4.6,4.6
19,Male,US,Yes,Left,2.7,2.4,3.6,3.2,3.9
56,Female,GB,Yes,Right,4.5,2.5,4.4,3.6,3.5
34,Female,US,Yes,Right,4.0,1.2,4.8,4.9,4.1
26,Male,CO,No,Right,3.0,3.2,2.9,2.9,3.8
32,Female,BG,No,Right,1.5,3.9,4.0,2.3,4.4
14,Female,KR,No,Right,1.8,4.0,3.0,2.6,3.8
50,Female,US,Yes,Left,2.4,2.5,3.6,3.8,3.8
29,Female,US,Yes,Right,3.8,4.2,2.2,3.0,2.8
18,Male,US,Yes,Right,4.5,4.0,4.5,2.7,4.3
19,Male,US,Yes,Left,1.2,4.5,2.2,4.1,4.3
17,Female,US,Yes,Right,4.2,3.6,4.5,3.8,3.6
19,Male,US,Yes,Right,3.8,2.6,3.8,3.0,4.0
18,Male,US,Yes,Both,3.2,4.0,3.8,2.4,3.7
21,Female,US,Yes,Right,2.4,4.2,4.4,2.0,4.1
19,Female,US,Yes,Right,3.1,2.2,3.6,3.6,3.5
17,Female,US,Yes,Right,2.7,3.3,4.2,4.2,3.3
17,Male,CA,Yes,Right,3.0,1.5,4.1,1.9,4.8
16,Female,US,Yes,Right,2.3,3.0,4.1,3.5,4.3
16,Male,US,Yes,Right,3.6,4.2,4.0,2.7,3.6
21,Female,PK,No,Right,3.7,4.7,3.7,2.9,4.3
19,Female,US,Yes,Right,4.1,2.9,3.8,3.9,4.5
57,Male,TH,Yes,Right,2.8,3.4,4.0,3.8,4.6
18,Male,US,Yes,Both,3.6,3.9,2.3,3.9,4.3
22,Male,US,Yes,Right,2.8,3.0,2.2,4.0,4.8
17,Female,US,Yes,Right,2.1,3.1,3.3,3.1,2.9
29,Male,US,No,Right,3.0,1.8,4.5,3.8,4.3
60,Male,SG,Yes,Right,2.1,3.6,4.2,4.7,4.0
40,Male,IN,No,Right,3.5,1.5,4.4,3.8,4.5
22,Male,GB,Yes,Left,2.9,3.0,3.2,3.2,4.5
67,Female,US,Yes,Right,4.2,2.3,3.3,4.5,3.8
27,Male,(nu,Yes,Left,1.1,2.9,2.1,2.7,4.1
16,Female,CO,No,Right,3.7,3.7,3.6,3.7,3.5
20,Female,(nu,No,Right,3.2,4.3,4.0,2.1,4.2
27,Male,TZ,No,Right,2.8,2.8,4.6,3.0,4.1
16,Female,US,Yes,Right,3.7,2.3,3.3,3.7,3.8
20,Female,US,Yes,Right,4.5,2.4,4.1,2.8,4.2
33,Female,AU,Yes,Right,2.6,4.3,4.0,2.5,3.4
17,Male,US,Yes,Left,2.6,3.0,3.9,2.9,4.1
45,Female,US,Yes,Right,2.7,2.4,4.3,3.5,2.8
21,Female,TR,No,Right,3.6,4.1,4.0,2.8,3.5
17,Male,GB,Yes,Right,2.4,2.0,3.7,2.9,4.1
25,Female,US,Yes,Right,3.4,2.3,4.5,3.0,2.8
16,Female,GB,Yes,Right,1.0,4.2,3.7,2.8,3.6
41,Female,US,Yes,Right,4.4,3.6,4.1,3.4,2.8
28,Male,IT,No,Right,4.0,2.1,3.8,2.7,4.1
15,Female,CA,Yes,Right,2.6,3.8,3.7,4.3,3.4
22,Female,US,No,Right,3.6,2.6,3.9,3.4,4.2
23,Female,ES,No,Right,3.1,4.6,3.9,3.1,2.4
17,Male,PH,No,Right,3.2,3.3,2.9,3.6,2.8
21,Male,PK,No,Right,3.9,2.9,3.9,3.7,3.6
44,Male,DE,No,Right,2.9,2.4,3.0,4.5,4.8
21,Female,US,Yes,Right,4.8,3.4,4.5,2.5,4.1
25,Female,DK,No,Right,4.6,1.6,4.3,3.2,3.6
34,Male,(nu,No,Right,4.4,2.3,4.6,4.5,4.5
27,Male,RS,No,Right,3.6,2.9,3.5,2.9,4.2
21,Female,SG,Yes,Right,1.4,4.7,2.5,2.4,3.5
33,Male,US,Yes,Right,4.2,3.9,3.7,2.9,3.2
20,Male,PT,No,Right,3.0,1.7,3.3,2.7,4.9
23,Female,US,Yes,Right,3.3,3.6,4.5,3.4,3.1
24,Female,IN,No,Right,3.5,3.4,3.1,4.2,4.2
21,Female,US,Yes,Right,3.0,3.3,3.2,2.8,3.9
25,Male,DE,Yes,Right,2.1,4.0,2.8,2.7,3.9
24,Male,GR,No,Right,2.6,3.4,3.4,3.0,3.9
